"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000117519",4483.62709360346,-2.4226849146469,0.0611858164858502,-39.5955313468304,0,0,"CNN3","1266","calponin 3"
"ENSG00000183508",2053.88135557663,3.20186242425576,0.0728322430967728,43.962155881996,0,0,"TENT5C","54855","terminal nucleotidyltransferase 5C"
"ENSG00000159176",5692.46278267679,-2.31371402762387,0.0588464628250671,-39.3178097127409,0,0,"CSRP1","1465","cysteine and glycine rich protein 1"
"ENSG00000116016",4423.94665216876,-1.88800004040494,0.0442322088532442,-42.6838290321208,0,0,"EPAS1","2034","endothelial PAS domain protein 1"
"ENSG00000164251",2348.7701339719,3.34448138586534,0.0695352931756333,48.0976096184393,0,0,"F2RL1","2150","F2R like trypsin receptor 1"
"ENSG00000124766",2576.65254960143,2.3922588759123,0.0622953156287217,38.4019063354635,0,0,"SOX4","6659","SRY-box transcription factor 4"
"ENSG00000124762",28106.1191885778,1.83224961912437,0.04059809855318,45.1314146332317,0,0,"CDKN1A","1026","cyclin dependent kinase inhibitor 1A"
"ENSG00000106366",43719.1260988373,-1.8440344674227,0.0436348719464319,-42.2605678707279,0,0,"SERPINE1","5054","serpin family E member 1"
"ENSG00000188153",2944.12640623352,2.26603744669255,0.0560427473826556,40.434089200164,0,0,"COL4A5","1287","collagen type IV alpha 5 chain"
"ENSG00000122861",28007.1433373973,2.26253451264247,0.0568344538571562,39.8092065480029,0,0,"PLAU","5328","plasminogen activator, urokinase"
"ENSG00000148773",1840.19727265675,-3.19603072855385,0.0760763082875422,-42.0108546339282,0,0,"MKI67","4288","marker of proliferation Ki-67"
"ENSG00000059804",3443.39680712992,2.07977586516813,0.0551609497362298,37.7037718732774,0,0,"SLC2A3","6515","solute carrier family 2 member 3"
"ENSG00000139289",12942.9106281238,2.03731169780136,0.0477921752990794,42.6285617897079,0,0,"PHLDA1","22822","pleckstrin homology like domain family A member 1"
"ENSG00000125257",6050.78726438958,1.95053967503596,0.0448195172268383,43.5198724958144,0,0,"ABCC4","10257","ATP binding cassette subfamily C member 4"
"ENSG00000211448",1884.75741158654,2.52368788573087,0.0656807702449186,38.4235427861189,0,0,"DIO2","1734","iodothyronine deiodinase 2"
"ENSG00000128917",1307.34250385583,3.858262092176,0.0863875123584852,44.6622664183828,0,0,"DLL4","54567","delta like canonical Notch ligand 4"
"ENSG00000138623",2851.61916336974,-2.40664909569903,0.0588087665571211,-40.923305088561,0,0,"SEMA7A","8482","semaphorin 7A (John Milton Hagen blood group)"
"ENSG00000131747",1743.84285765667,-2.92416489033992,0.0698220819218151,-41.880230578262,0,0,"TOP2A","7153","DNA topoisomerase II alpha"
"ENSG00000167601",8245.06804500101,-2.14232637895022,0.0418853057559559,-51.1474451549299,0,0,"AXL","558","AXL receptor tyrosine kinase"
"ENSG00000198743",1999.10327890814,2.53446256877948,0.067481994855033,37.5576118374108,0,0,"SLC5A3","6526","solute carrier family 5 member 3"
"ENSG00000123416",4420.07398793879,-1.93836065138217,0.0516778937435445,-37.508507235249,6.69313573711413e-308,4.38591623230607e-305,"TUBA1B","10376","tubulin alpha 1b"
"ENSG00000150938",7442.98631416393,-2.05960164851574,0.055243177464309,-37.2824617093465,3.15775141911426e-304,1.97517351265597e-301,"CRIM1","51232","cysteine rich transmembrane BMP regulator 1"
"ENSG00000136068",3796.1265394147,-1.64977371296593,0.0448807549482624,-36.7590454943941,8.33580680919303e-296,4.98734945657849e-293,"FLNB","2317","filamin B"
"ENSG00000157680",1359.0634938634,2.54494917064641,0.0692472848902947,36.7516094627863,1.09580692141603e-295,6.28308293566918e-293,"DGKI","9162","diacylglycerol kinase iota"
"ENSG00000104081",804.838487338129,4.4341185802036,0.121011242351921,36.6422036004591,6.09055703998241e-294,3.35248621708792e-291,"BMF","90427","Bcl2 modifying factor"
"ENSG00000165434",1243.14971044106,2.51721579275854,0.0691787304377869,36.3871348437406,6.80137923838914e-290,3.59976075767204e-287,"PGM2L1","283209","phosphoglucomutase 2 like 1"
"ENSG00000101825",1024.97040543336,3.28772814060058,0.0904956880871152,36.3302187109254,5.39514056093308e-289,2.74972330588889e-286,"MXRA5","25878","matrix remodeling associated 5"
"ENSG00000117724",1324.17284690485,-2.82509293867114,0.0779809010103995,-36.228010988157,2.20592556197067e-287,1.0841336306528e-284,"CENPF","1063","centromere protein F"
"ENSG00000074416",2392.80973934457,-2.14805033554743,0.0594612112564369,-36.1252367746696,9.11045566407575e-286,4.32306828942574e-283,"MGLL","11343","monoglyceride lipase"
"ENSG00000181104",14922.5173336984,1.66816046397106,0.0462856822420876,36.0405288021056,1.94080801767674e-284,8.90248637708319e-282,"F2R","2149","coagulation factor II thrombin receptor"
"ENSG00000166073",2268.80918089117,-2.20667210738112,0.0613849164026407,-35.9481161936745,5.41629500425458e-283,2.40431082430798e-280,"GPR176","11245","G protein-coupled receptor 176"
"ENSG00000104368",13214.4968037918,2.02764830562245,0.056519268794494,35.8753456806924,7.40507247118246e-282,3.18441257112318e-279,"PLAT","5327","plasminogen activator, tissue type"
"ENSG00000115963",13232.3301349766,1.8053083655386,0.0503418206632248,35.861006649237,1.23898710992012e-281,5.1665762483669e-279,"RND3","390","Rho family GTPase 3"
"ENSG00000091527",2814.15907315816,-1.81026621256173,0.0506916736647285,-35.7113127598571,2.63865668074566e-279,1.06795748775709e-276,"CDV3","55573","CDV3 homolog"
"ENSG00000074800",18390.4756149844,-1.3389174212554,0.0375732922157923,-35.6348177733715,4.04967441093052e-278,1.59221627339471e-275,"ENO1","2023","enolase 1"
"ENSG00000033867",3157.52042924196,1.93501691722084,0.0543489108896064,35.603600615866,1.23226864042289e-277,4.71034687801649e-275,"SLC4A7","9497","solute carrier family 4 member 7"
"ENSG00000143799",1043.84682510942,-2.61746115532736,0.0739102168925579,-35.4140640546667,1.03733289694398e-274,3.85803729590435e-272,"PARP1","142","poly(ADP-ribose) polymerase 1"
"ENSG00000164938",1395.92210584831,2.3177868474633,0.0655429169837992,35.3628882284291,6.3542966274012e-274,2.30109147078073e-271,"TP53INP1","94241","tumor protein p53 inducible nuclear protein 1"
"ENSG00000110002",899.504360793506,4.43910188228247,0.12575978866928,35.2982613063728,6.24436036638261e-273,2.20329853850746e-270,"VWA5A","4013","von Willebrand factor A domain containing 5A"
"ENSG00000088325",1049.74978195443,-3.0120675918678,0.0856422931108274,-35.1703286128731,5.68454948988337e-271,1.95562713825712e-268,"TPX2","22974","TPX2 microtubule nucleation factor"
"ENSG00000196549",1520.30148791169,2.83743487946342,0.0806886515488704,35.1652286287729,6.80223867936791e-271,2.28306357236053e-268,"MME","4311","membrane metalloendopeptidase"
"ENSG00000133318",1500.97300012898,-2.41401734191444,0.0690858214261049,-34.9422977404488,1.695245157536e-267,5.55434966972689e-265,"RTN3","10313","reticulon 3"
"ENSG00000198959",5110.85796803933,-1.74618441039731,0.0499766930019835,-34.9399751265656,1.83868105822666e-267,5.8842069865714e-265,"TGM2","7052","transglutaminase 2"
"ENSG00000073712",2356.74691021858,-2.30513103193355,0.0660182747841079,-34.9165596870224,4.16859281418266e-267,1.30372740263563e-264,"FERMT2","10979","FERM domain containing kindlin 2"
"ENSG00000154864",1374.01910088605,2.35787016106316,0.0675875995011105,34.8861355998361,1.20647799374886e-266,3.68940970488402e-264,"PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"ENSG00000198901",744.768135087352,-3.17650341726999,0.0919731887069417,-34.5372761554612,2.212935673926e-261,6.62004517584688e-259,"PRC1","9055","protein regulator of cytokinesis 1"
"ENSG00000197321",4211.22514661471,1.73275872760816,0.0507997014961662,34.1096242020031,5.31077894964948e-255,1.55492827927929e-252,"SVIL","6840","supervillin"
"ENSG00000146072",1758.22981855472,2.05909434941966,0.0613363328099411,33.5705487284354,4.51462049957298e-247,1.29428526447133e-244,"TNFRSF21","27242","TNF receptor superfamily member 21"
"ENSG00000182752",6930.41939676306,2.01476011047454,0.0602182962494087,33.4576073379746,1.99499494155223e-245,5.6026786511633e-243,"PAPPA","5069","pappalysin 1"
"ENSG00000277443",2830.20102519863,-1.92967579356744,0.0576810135002,-33.454262962296,2.23140295704035e-245,6.14126721836645e-243,"MARCKS","4082","myristoylated alanine rich protein kinase C substrate"
"ENSG00000140943",1848.88777327798,-1.89363293036971,0.0567304647266823,-33.3794714972442,2.72256928982048e-244,7.34613254847444e-242,"MBTPS1","8720","membrane bound transcription factor peptidase, site 1"
"ENSG00000081923",1549.06690179341,-2.52988353717546,0.0760799410712836,-33.2529639422968,1.84956310863857e-242,4.89458421884141e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000145632",3262.15452178144,1.54678653305264,0.0468560860602393,33.0114327317919,5.56741515225893e-239,1.44553207377802e-236,"PLK2","10769","polo like kinase 2"
"ENSG00000102024",3591.26703399212,-1.70351507524959,0.0519280149755226,-32.8053185944538,4.94466314027095e-236,1.26006499024571e-233,"PLS3","5358","plastin 3"
"ENSG00000163346",2917.79069939981,1.81053851183693,0.0554261183209085,32.6658002884884,4.78077430904594e-234,1.19614973212329e-231,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72412800802771,0.0527996679523944,32.654144900726,6.99799285074346e-234,1.71963177891216e-231,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000104321",7567.20986030083,3.29744633697212,0.101231296318792,32.5733884369905,9.76966579469497e-233,2.35860300001399e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000135046",4581.91768778281,-1.46396371897266,0.0450417291723008,-32.5023871391009,9.86612762111236e-232,2.34082383093323e-229,"ANXA1","301","annexin A1"
"ENSG00000143341",2279.33849385387,2.05718020830977,0.0635174886740506,32.3876187685331,4.10057828706703e-230,9.5640775946321e-228,"HMCN1","83872","hemicentin 1"
"ENSG00000168542",62749.3849250663,1.40988167008416,0.0435451424189274,32.3774729341875,5.69727888565771e-230,1.30667091242559e-227,"COL3A1","1281","collagen type III alpha 1 chain"
"ENSG00000163017",4893.9021785664,-1.87090651064844,0.0579889928177579,-32.2631316692831,2.30226575677098e-228,5.19368509490582e-226,"ACTG2","72","actin gamma 2, smooth muscle"
"ENSG00000152894",4900.8667898464,1.68611050085943,0.052586976272993,32.0632715618859,1.43401958611029e-225,3.18282960071996e-223,"PTPRK","5796","protein tyrosine phosphatase receptor type K"
"ENSG00000173334",1074.47707273372,2.41259335572043,0.0754929418002957,31.9578664996597,4.20073183155735e-224,9.17559852921599e-222,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000171951",793.124579134864,2.98015449371204,0.0935716220209925,31.8489134776723,1.36269960840174e-222,2.93001707987755e-220,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32626345135473,0.136007996079776,31.8088904774182,4.87739303173361e-222,1.03258162322594e-219,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000134057",780.375869741297,-2.66982156706244,0.0842315429563051,-31.696220600487,1.75161561842787e-220,3.6521185644221e-218,"CCNB1","891","cyclin B1"
"ENSG00000113721",11145.9451572206,1.38867999165453,0.0444331896547143,31.2532141501841,2.01895042254858e-214,4.14668309920762e-212,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000115461",200904.539632615,1.27117076979815,0.0407853163515873,31.1673632451468,2.95107446331276e-213,5.97201995435984e-211,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000160014",4226.55595021453,-1.42455844521857,0.0459847493936643,-30.9789324504798,1.03624501553095e-210,2.0666329940176e-208,"CALM3","808","calmodulin 3"
"ENSG00000105088",793.128211520276,2.86560037656432,0.0925140397870502,30.9747621351353,1.17930017044484e-210,2.31833566364163e-208,"OLFM2","93145","olfactomedin 2"
"ENSG00000164924",9585.69435022083,-1.33708283620795,0.0431981378475677,-30.9523257906646,2.3639950993073e-210,4.58182205092503e-208,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000148175",3890.72249473237,1.38274809186106,0.0447252412789843,30.9165037978408,7.16810269039533e-210,1.37000362670181e-207,"STOM","2040","stomatin"
"ENSG00000183287",603.48721362449,-3.43626043570286,0.111710342921625,-30.7604501591558,8.86381393647337e-208,1.67088963807959e-205,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000164761",5291.78842553364,1.48921319122601,0.0485629656357891,30.6656146660145,1.63652290435888e-206,3.04326914687602e-204,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000092820",1475.49048809515,-1.91025730149053,0.0625648437887711,-30.5324393990316,9.67325966236302e-205,1.77484968285037e-202,"EZR","7430","ezrin"
"ENSG00000127920",2352.92723869813,2.10485032291427,0.069109258503582,30.4568500442697,9.72134750798136e-204,1.76020346128068e-201,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000068489",527.868372422254,-3.28319011151944,0.108045616234716,-30.3870737743501,8.13974506028295e-203,1.45468872434485e-200,"PRR11","55771","proline rich 11"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564266983e-202,6.94033502035636e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000112984",587.875352632019,-3.36401083187541,0.111310484449073,-30.2218685735261,1.2225019591271e-200,2.12947461513265e-198,"KIF20A","10112","kinesin family member 20A"
"ENSG00000135074",13374.6004179129,1.14189922304974,0.0380402232294932,30.0182051025505,5.67929743931739e-198,9.76910150780582e-196,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000133818",917.65645300902,-2.58028342530469,0.0863653286459483,-29.8763805540818,3.98941236625081e-196,6.77756834221944e-194,"RRAS2","22800","RAS related 2"
"ENSG00000076513",2351.57847713981,-1.94451174858231,0.0651223906772251,-29.8593422072012,6.64000098582928e-196,1.11430553129264e-193,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000066279",593.333577786577,-3.10039470445555,0.10389304961238,-29.8421763151911,1.10906320826613e-195,1.83877335047592e-193,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000116991",845.465812777274,2.42023900196067,0.0816517924242792,29.6409782333329,4.43285349838012e-193,7.26196392752486e-191,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000128591",23487.8410667789,-1.33082316752002,0.0449007385999698,-29.6392266367064,4.66935045160082e-193,7.5594037134681e-191,"FLNC","2318","filamin C"
"ENSG00000111615",1215.27891511062,1.95673574783881,0.0661125409917704,29.5970434426712,1.63108171502462e-192,2.60992040470392e-190,"KRR1","11103","KRR1 small subunit processome component homolog"
"ENSG00000089159",2841.04018824034,-1.52004334841915,0.0514612385275938,-29.5376363241645,9.46649319930173e-192,1.49733807948955e-189,"PXN","5829","paxillin"
"ENSG00000171246",11339.2021259297,1.74022734522043,0.0589216756449711,29.534586825162,1.03597891696627e-191,1.620012031406e-189,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000176014",5059.66070673934,-1.5828361192102,0.0538249556000904,-29.4071049676359,4.45521657828185e-190,6.88856576783557e-188,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000173546",2782.7113944163,-1.7082972152738,0.0582906264999192,-29.3065509473666,8.55790134067089e-189,1.30850311498858e-186,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000171617",3172.76514957676,1.72300354890365,0.0588015518666811,29.3020080968299,9.77799659626352e-189,1.47862649627673e-186,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000003436",3855.53263789867,1.53736971841026,0.0525498733541419,29.2554409798418,3.82884082718855e-188,5.72703028510236e-186,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000156011",1865.6956706154,1.74118536836078,0.0596266759288855,29.2014495397569,1.85875290721318e-187,2.75035470496351e-185,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000145147",601.510428483162,-2.68637738727234,0.092167111644779,-29.1468110406443,9.1687864731341e-187,1.34225181549786e-184,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000159399",1648.34458773227,1.92240772958818,0.0660819666645155,29.091260848029,4.63062164624492e-186,6.70757731305014e-184,"HK2","3099","hexokinase 2"
"ENSG00000116729",14027.992136521,1.67569502803287,0.057911572559272,28.9354088307274,4.28305595822435e-184,6.13949302511722e-182,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000065911",1563.07540926849,-1.94825290227183,0.0674103488806234,-28.9013917688214,1.1467985602463e-183,1.6269170090257e-181,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000088448",1041.5088322989,2.36783753975128,0.0819343909478058,28.8991901002797,1.22223244701503e-183,1.71623884728304e-181,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000171444",1285.81453923875,1.85634820946761,0.0643029222994302,28.8688000962604,2.94324708046532e-183,4.08504142353753e-181,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENSG00000108932",593.620514665934,3.86327276912264,0.133823103583395,28.8685037611248,2.9685643656257e-183,4.08504142353753e-181,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000157557",2128.88768598769,1.84664648415719,0.0639871013620312,28.8596677275485,3.83215720367257e-183,5.22121933462755e-181,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000134250",3989.90689953644,-1.35594454825607,0.0470467726632531,-28.8212022100116,1.16361972043673e-182,1.56985989930684e-180,"NOTCH2","4853","notch receptor 2"
"ENSG00000064666",5624.42477846777,-1.64271125691664,0.0570308240120315,-28.8039193782311,1.91572594988464e-182,2.55944706760801e-180,"CNN2","1265","calponin 2"
"ENSG00000122641",8425.96553258608,1.39133559174646,0.0483576519585715,28.7717772760851,4.83805333563144e-182,6.40158191842541e-180,"INHBA","3624","inhibin subunit beta A"
"ENSG00000171848",822.67379311788,-2.53282531268521,0.0881305915125423,-28.7394566315234,1.22684850798675e-181,1.60787260175292e-179,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000117399",548.054729960495,-3.23354967568304,0.113197929659302,-28.5654489036613,1.80594693421343e-179,2.34449393978406e-177,"CDC20","991","cell division cycle 20"
"ENSG00000155903",1023.35613415789,2.05090162412328,0.0719668691131014,28.497858103291,1.24525517277974e-178,1.60149125538524e-176,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000103257",3712.52147667185,-1.50761994170262,0.0530450785672517,-28.4214856952513,1.09742441731916e-177,1.39830161173417e-175,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000182481",2566.38058699848,-1.61373166626224,0.0567962708265457,-28.4126341884405,1.41172239285381e-177,1.78226714202397e-175,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000135926",1251.33626199858,-1.8534269976199,0.06568313112567,-28.2177016511863,3.54683337619369e-175,4.4370885536183e-173,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000136153",4620.22110366109,-1.40310066390966,0.0497727298969367,-28.1901488388327,7.72241494535059e-175,9.57370739306031e-173,"LMO7","4008","LIM domain 7"
